model,evaluation_set,feature_set,rmse,mae,r2
random_forest,corn_belt_cv,climate_only,29.327956419363527,23.097776375129882,0.20946644068001508
random_forest,corn_belt_cv,climate_plus_drought,27.463565781795488,21.648359541342735,0.30690053094812075
random_forest,great_plains_cv,climate_only,37.388105123920205,29.3821850166883,0.3060384621291459
random_forest,great_plains_cv,climate_plus_drought,36.02012336868597,28.28980068686248,0.3559894742873655
random_forest,cb_to_gp_transfer,climate_only,48.02112636030538,38.614051917575004,-0.1441726559268508
random_forest,cb_to_gp_transfer,climate_plus_drought,48.28322625453786,39.10102636494323,-0.15669655737608013
random_forest,gp_to_cb_transfer,climate_only,32.12165189592086,25.27130439265072,0.0524620309772017
random_forest,gp_to_cb_transfer,climate_plus_drought,31.533277820560993,24.974642017885383,0.08685632906277219
