timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-15T08:14:10,codecarbon,9682942d-0069-410a-ae90-55e19aea28cf,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,49.71198037499562,0.0,0.0,7.6418525582573436,,6.0,7.286495173316694e-05,,5.370890985708683e-05,,,United States,USA,district of columbia,,,macOS-15.1-arm64-arm-64bit,3.12.7,3.2.6,12,Apple M3 Pro,1,Apple M3 Pro,-77.0709,38.9172,18.0,machine,46.47608695652174,0,79.07391304347826,6.83135754129161,N,1.0,0.0
