state,county,county_clean,year,avg_temp
ILLINOIS,CRAWFORD,CRAWFORD,2018,13.431957547454942
ILLINOIS,CRAWFORD,CRAWFORD,2019,13.35327885045507
ILLINOIS,CRAWFORD,CRAWFORD,2020,13.828807361455574
ILLINOIS,CRAWFORD,CRAWFORD,2021,13.912237701041192
ILLINOIS,CRAWFORD,CRAWFORD,2022,13.062847792246146
ILLINOIS,CUMBERLAND,CUMBERLAND,2013,11.979435522720223
ILLINOIS,CUMBERLAND,CUMBERLAND,2014,10.993691324555755
ILLINOIS,CUMBERLAND,CUMBERLAND,2015,12.849303450372133
ILLINOIS,CUMBERLAND,CUMBERLAND,2016,13.606835740983911
ILLINOIS,CUMBERLAND,CUMBERLAND,2017,13.996452487675242
ILLINOIS,CUMBERLAND,CUMBERLAND,2018,12.987781093205172
ILLINOIS,CUMBERLAND,CUMBERLAND,2019,12.792433772661695
ILLINOIS,CUMBERLAND,CUMBERLAND,2020,13.259566145562587
ILLINOIS,CUMBERLAND,CUMBERLAND,2021,13.493335349780125
ILLINOIS,CUMBERLAND,CUMBERLAND,2022,12.595003947072541
ILLINOIS,DE WITT,DE WITT,2013,11.095497429343368
ILLINOIS,DE WITT,DE WITT,2014,9.870417080789764
ILLINOIS,DE WITT,DE WITT,2015,12.045492342905845
ILLINOIS,DE WITT,DE WITT,2016,12.92102247610842
ILLINOIS,DE WITT,DE WITT,2017,13.031393203472987
ILLINOIS,DE WITT,DE WITT,2018,11.73227256859326
ILLINOIS,DE WITT,DE WITT,2019,11.541692785237785
ILLINOIS,DE WITT,DE WITT,2020,12.294437953045417
ILLINOIS,DE WITT,DE WITT,2021,12.292390753654615
ILLINOIS,DE WITT,DE WITT,2022,11.511655821566308
ILLINOIS,DEKALB,DEKALB,2013,9.12810291689243
ILLINOIS,DEKALB,DEKALB,2014,7.851495163365996
ILLINOIS,DEKALB,DEKALB,2015,9.821014609026179
ILLINOIS,DEKALB,DEKALB,2016,10.982064018870233
ILLINOIS,DEKALB,DEKALB,2017,10.778318154629517
ILLINOIS,DEKALB,DEKALB,2018,9.528224037886048
ILLINOIS,DEKALB,DEKALB,2019,9.311111571326364
ILLINOIS,DEKALB,DEKALB,2020,10.602333865123285
ILLINOIS,DEKALB,DEKALB,2021,10.95795503249883
ILLINOIS,DEKALB,DEKALB,2022,9.76103353328125
ILLINOIS,DOUGLAS,DOUGLAS,2013,11.448956348079264
